rate,rate_pct,analysis,metric,baseline_mean,mean,std,ci_lower,ci_upper,preservation_pct,biological_status
0.01,1%,basic_structure,weight_min,1.0,1.0,0.0,1.0,1.0,100.0,Preserved
0.01,1%,basic_structure,density,0.00015930396501487044,0.0001608969890941071,0.0,0.0001608969890941071,0.0001608969890941071,99.0099,Preserved
0.01,1%,degree_distribution,in_degree_mean,25.21160480721841,25.463718391022482,0.0,25.463718391022482,25.463718391022482,100.0,Preserved
0.01,1%,degree_distribution,in_degree_median,9.0,9.0,0.0,9.0,9.0,100.0,Preserved
0.01,1%,degree_distribution,in_degree_variance,3727.29660036276,3736.90502060508,0.0878934524499581,3736.8279785971736,3736.9820626129867,100.0,Preserved
0.01,1%,degree_distribution,in_degree_std,61.05158966286431,61.13023000277055,0.0007188977651476973,61.12959986109603,61.13086014444507,100.0,Preserved
0.01,1%,degree_distribution,in_degree_max,4707.0,4707.0,0.0,4707.0,4707.0,100.0,Preserved
0.01,1%,degree_distribution,in_degree_min,0.0,0.0,0.0,0.0,0.0,100.0,Preserved
0.01,1%,degree_distribution,out_degree_mean,25.21160480721841,25.463718391022482,0.0,25.463718391022482,25.463718391022482,100.0,Preserved
0.01,1%,degree_distribution,out_degree_median,11.0,11.0,0.0,11.0,11.0,100.0,Preserved
0.01,1%,degree_distribution,out_degree_variance,3364.863849607683,3385.4855389859927,0.09881097352385673,3385.3989273489337,3385.5721506230516,100.0,Preserved
0.01,1%,degree_distribution,out_degree_std,58.007446501356036,58.18492535364469,0.000849109391214208,58.1841810764476,58.18566963084177,100.0,Preserved
0.01,1%,degree_distribution,out_degree_max,4782.0,4782.0,0.0,4782.0,4782.0,100.0,Preserved
0.01,1%,degree_distribution,out_degree_min,0.0,0.0,0.0,0.0,0.0,100.0,Preserved
0.01,1%,degree_distribution,total_degree_mean,50.42320961443682,50.927436782044964,0.0,50.927436782044964,50.927436782044964,100.0,Preserved
0.01,1%,degree_distribution,total_degree_median,21.0,21.0,0.0,21.0,21.0,100.0,Preserved
0.01,1%,degree_distribution,total_degree_variance,12481.215315530224,12510.188006495588,0.10456880581755078,12510.096347895998,12510.279665095177,100.0,Preserved
0.01,1%,degree_distribution,total_degree_std,111.71935962728317,111.84895174439848,0.00046745671229249153,111.84854200052426,111.84936148827269,100.0,Preserved
0.01,1%,degree_distribution,total_degree_max,9489.0,9489.0,0.0,9489.0,9489.0,100.0,Preserved
0.01,1%,degree_distribution,total_degree_min,0.0,0.0,0.0,0.0,0.0,100.0,Preserved
0.01,1%,assortativity,degree_assortativity,-0.046430186922204346,-0.04522175859433817,4.4270598603201226e-06,-0.04522563908339912,-0.04521787810527722,100.0,Preserved
0.01,1%,connected_components,wcc_count,4306.0,4306.0,0.0,4306.0,4306.0,100.0,Preserved
0.01,1%,connected_components,wcc_max_size,153952.0,153952.0,0.0,153952.0,153952.0,100.0,Preserved
0.01,1%,connected_components,scc_count,18345.0,18341.6,1.51657508881031,18340.270663323307,18342.92933667669,100.0,Preserved
0.01,1%,connected_components,scc_max_size,139405.0,139407.2,0.8366600265340756,139406.4666351522,139407.93336484782,99.9984,Preserved
0.01,1%,reciprocity,reciprocity,0.12993908079595212,0.1288871121870579,5.599454565464101e-06,0.12888220404872813,0.12889202032538766,99.1904,Preserved
0.02,2%,basic_structure,node_count,158262.0,158262.0,0.0,158262.0,158262.0,100.0,Preserved
0.02,2%,basic_structure,edge_count,3990039.0,4069840.0,0.0,4069840.0,4069840.0,98.0392,Minor Impact
0.02,2%,basic_structure,total_synapses,23556214.0,23792261.4,274.586598361974,23792020.71423454,23792502.08576546,99.0079,Preserved
0.02,2%,basic_structure,weight_mean,5.903755326702321,5.845994289701807,6.746864701355083e-05,5.845935150825226,5.846053428578387,100.0,Preserved
0.02,2%,basic_structure,weight_median,4.0,4.0,0.0,4.0,4.0,100.0,Preserved
0.02,2%,basic_structure,weight_variance,89.45748753848277,87.90034564053784,0.0004202063846932077,87.89997731340186,87.90071396767381,100.0,Preserved
0.02,2%,basic_structure,weight_std,9.45819684392764,9.375518419806774,2.2409791238200646e-05,9.375498776758679,9.375538062854869,100.0,Preserved
0.02,2%,basic_structure,weight_max,913.0,913.0,0.0,913.0,913.0,100.0,Preserved
0.02,2%,basic_structure,weight_min,1.0,1.0,0.0,1.0,1.0,100.0,Preserved
0.02,2%,basic_structure,density,0.00015930396501487044,0.00016249005309875925,0.0,0.00016249005309875925,0.00016249005309875925,98.0392,Minor Impact
0.02,2%,degree_distribution,in_degree_mean,25.21160480721841,25.715838293462742,3.972054645195637e-15,25.71583829346274,25.715838293462745,100.0,Preserved
0.02,2%,degree_distribution,in_degree_median,9.0,9.0,0.0,9.0,9.0,100.0,Preserved
0.02,2%,degree_distribution,in_degree_variance,3727.29660036276,3749.3413951531866,0.14772390973170993,3749.211909437194,3749.470880869179,100.0,Preserved
0.02,2%,degree_distribution,in_degree_std,61.05158966286431,61.23186583788821,0.001206257244730746,61.23080850679476,61.23292316898166,100.0,Preserved
0.02,2%,degree_distribution,in_degree_max,4707.0,4707.0,0.0,4707.0,4707.0,100.0,Preserved
0.02,2%,degree_distribution,in_degree_min,0.0,0.0,0.0,0.0,0.0,100.0,Preserved
0.02,2%,degree_distribution,out_degree_mean,25.21160480721841,25.715838293462742,3.972054645195637e-15,25.71583829346274,25.715838293462745,100.0,Preserved
0.02,2%,degree_distribution,out_degree_median,11.0,11.0,0.0,11.0,11.0,100.0,Preserved
0.02,2%,degree_distribution,out_degree_variance,3364.863849607683,3404.972131527048,0.1701207890198942,3404.823014080783,3405.121248973313,100.0,Preserved
0.02,2%,degree_distribution,out_degree_std,58.007446501356036,58.35213903386182,0.0014576984572922096,58.350861304828065,58.35341676289557,100.0,Preserved
0.02,2%,degree_distribution,out_degree_max,4782.0,4782.0,0.0,4782.0,4782.0,100.0,Preserved
0.02,2%,degree_distribution,out_degree_min,0.0,0.0,0.0,0.0,0.0,100.0,Preserved
0.02,2%,degree_distribution,total_degree_mean,50.42320961443682,51.431676586925484,7.944109290391274e-15,51.43167658692548,51.43167658692549,100.0,Preserved
0.02,2%,degree_distribution,total_degree_median,21.0,22.0,0.0,22.0,22.0,100.0,Preserved
0.02,2%,degree_distribution,total_degree_variance,12481.215315530224,12555.692286960446,0.22837812029445026,12555.492104711837,12555.892469209055,100.0,Preserved
0.02,2%,degree_distribution,total_degree_std,111.71935962728317,112.05218554820628,0.0010190679480663323,112.0512922957657,112.05307880064686,100.0,Preserved
0.02,2%,degree_distribution,total_degree_max,9489.0,9489.0,0.0,9489.0,9489.0,100.0,Preserved
0.02,2%,degree_distribution,total_degree_min,0.0,0.0,0.0,0.0,0.0,100.0,Preserved
0.02,2%,assortativity,degree_assortativity,-0.046430186922204346,-0.04416334375915722,9.251605913874094e-06,-0.044171453149289205,-0.04415523436902523,100.0,Preserved
0.02,2%,connected_components,wcc_count,4306.0,4306.0,0.0,4306.0,4306.0,100.0,Preserved
0.02,2%,connected_components,wcc_max_size,153952.0,153952.0,0.0,153952.0,153952.0,100.0,Preserved
0.02,2%,connected_components,scc_count,18345.0,18336.0,0.7071067811865476,18335.380193578607,18336.619806421393,100.0,Preserved
